Frame,Hand,Landmark,x,y,z
0,Right,WRIST,876.8674468994141,425.6238269805908,-2.8322600087449246e-07
0,Right,THUMB_CPC,853.9725494384766,377.1627473831177,-0.010977166704833508
0,Right,THUMB_MCP,817.3932647705078,339.5890760421753,-0.023547515273094177
0,Right,THUMB_IP,777.0167541503906,321.72886848449707,-0.03398624062538147
0,Right,THUMB_TIP,745.6802368164062,316.16809129714966,-0.04732934758067131
0,Right,INDEX_FINGER_MCP,838.5170745849609,311.61829233169556,-0.05272594094276428
0,Right,INDEX_FINGER_PIP,775.1622772216797,284.01859760284424,-0.07356544584035873
0,Right,INDEX_FINGER_DIP,729.4525909423828,287.1981954574585,-0.08361635357141495
0,Right,INDEX_FINGER_TIP,694.915771484375,298.40343475341797,-0.08947065472602844
0,Right,MIDDLE_FINGER_MCP,856.8248748779297,343.46808671951294,-0.057328034192323685
0,Right,MIDDLE_FINGER_PIP,773.8143920898438,336.98662519454956,-0.07805629819631577
0,Right,MIDDLE_FINGER_DIP,717.8778076171875,348.451566696167,-0.08606906980276108
0,Right,MIDDLE_FINGER_TIP,680.7933807373047,359.50366258621216,-0.09333960711956024
0,Right,RING_FINGER_PIP,864.7825622558594,383.1387948989868,-0.060429349541664124
0,Right,RING_FINGER_DIP,783.9490509033203,384.6869230270386,-0.08026496320962906
0,Right,RING_FINGER_TIP,732.1640777587891,390.84089756011963,-0.08556705713272095
0,Right,RING_FINGER_MCP,701.0938262939453,398.05436611175537,-0.08961169421672821
0,Right,PINKY_MCP,864.6728515625,422.90741443634033,-0.06321059912443161
0,Right,PINKY_PIP,804.9366760253906,421.7702865600586,-0.08161621540784836
0,Right,PINKY_DIP,764.6112823486328,420.5090045928955,-0.08520026504993439
0,Right,PINKY_TIP,738.3146667480469,421.15307807922363,-0.08698084950447083
0,Left,WRIST,522.0999145507812,598.4439611434937,4.362714491890074e-07
0,Left,THUMB_CPC,545.256462097168,614.7102069854736,-0.0290237907320261
0,Left,THUMB_MCP,592.2896194458008,625.7448577880859,-0.05713681876659393
0,Left,THUMB_IP,643.6992645263672,631.0730123519897,-0.07979770749807358
0,Left,THUMB_TIP,689.609375,631.592845916748,-0.10264024138450623
0,Left,INDEX_FINGER_MCP,548.3994674682617,597.1792030334473,-0.0871511772274971
0,Left,INDEX_FINGER_PIP,617.1911239624023,598.6761331558228,-0.11944828927516937
0,Left,INDEX_FINGER_DIP,673.1069946289062,603.9881944656372,-0.1331920623779297
0,Left,INDEX_FINGER_TIP,715.92041015625,611.3000679016113,-0.14019550383090973
0,Left,MIDDLE_FINGER_MCP,539.2919921875,571.8768310546875,-0.08443544805049896
0,Left,MIDDLE_FINGER_PIP,617.3366546630859,572.1262121200562,-0.1133587509393692
0,Left,MIDDLE_FINGER_DIP,678.3754730224609,582.019829750061,-0.11731979995965958
0,Left,MIDDLE_FINGER_TIP,720.9306335449219,592.086009979248,-0.12098442018032074
0,Left,RING_FINGER_PIP,542.772331237793,555.7007503509521,-0.08151599019765854
0,Left,RING_FINGER_DIP,613.4441757202148,554.9464702606201,-0.10693112015724182
0,Left,RING_FINGER_TIP,673.0598449707031,566.3315677642822,-0.10992573946714401
0,Left,RING_FINGER_MCP,715.7539367675781,578.9872169494629,-0.11101378500461578
0,Left,PINKY_MCP,556.350212097168,546.8138408660889,-0.07993902266025543
0,Left,PINKY_PIP,614.9842071533203,537.1258306503296,-0.09683862328529358
0,Left,PINKY_DIP,662.5848388671875,543.2780027389526,-0.10014114528894424
0,Left,PINKY_TIP,698.3474731445312,554.5400619506836,-0.10225950181484222
1,Right,WRIST,877.0848846435547,423.4683609008789,-2.46528429670434e-07
1,Right,THUMB_CPC,835.244140625,377.60868072509766,-0.005870519205927849
1,Right,THUMB_MCP,799.0330505371094,343.39489459991455,-0.01891668699681759
1,Right,THUMB_IP,765.2525329589844,331.3951849937439,-0.031606800854206085
1,Right,THUMB_TIP,735.2752685546875,328.32937717437744,-0.0466202087700367
1,Right,INDEX_FINGER_MCP,836.4299011230469,308.953914642334,-0.04640617594122887
1,Right,INDEX_FINGER_PIP,775.1778411865234,281.3959550857544,-0.07042841613292694
